ZIP,STCOUNTYFP,CITY,STATE,COUNTYNAME,CLASSFP
18644,42079,Wyoming,PA,Luzerne County,H1
18219,42079,Conyngham,PA,Luzerne County,H1
18224,42079,Freeland,PA,Luzerne County,H1
18622,42079,Huntington mills,PA,Luzerne County,H1
18711,42079,Wilkes barre,PA,Luzerne County,H1
18251,42079,Sybertsville,PA,Luzerne County,H1
17814,42079,Benton,PA,Luzerne County,H1
18661,42079,White haven,PA,Luzerne County,H1
18655,42079,Shickshinny,PA,Luzerne County,H1
18651,42079,Plymouth,PA,Luzerne County,H1
18635,42079,Nescopeck,PA,Luzerne County,H1
18634,42079,Nanticoke,PA,Luzerne County,H1
18704,42079,Kingston,PA,Luzerne County,H1
18706,42079,Wilkes barre,PA,Luzerne County,H1
18705,42079,Wilkes barre,PA,Luzerne County,H1
17878,42079,Stillwater,PA,Luzerne County,H1
18766,42079,Wilkes barre,PA,Luzerne County,H1
18602,42079,Bear creek,PA,Luzerne County,H1
18762,42079,Wilkes barre,PA,Luzerne County,H1
18764,42079,Wilkes barre,PA,Luzerne County,H1
18249,42079,Sugarloaf,PA,Luzerne County,H1
18222,42079,Drums,PA,Luzerne County,H1
18411,42079,Clarks summit,PA,Luzerne County,H1
18618,42079,Harveys lake,PA,Luzerne County,H1
18641,42079,Pittston,PA,Luzerne County,H1
18642,42079,Duryea,PA,Luzerne County,H1
18246,42079,Rock glen,PA,Luzerne County,H1
18769,42079,Wilkes barre,PA,Luzerne County,H1
18225,42079,Harleigh,PA,Luzerne County,H1
17821,42079,Danville,PA,Luzerne County,H1
17815,42079,Bloomsburg,PA,Luzerne County,H1
18603,42079,Berwick,PA,Luzerne County,H1
18660,42079,Wapwallopen,PA,Luzerne County,H1
18610,42079,Blakeslee,PA,Luzerne County,H1
18621,42079,Hunlock creek,PA,Luzerne County,H1
18707,42079,Mountain top,PA,Luzerne County,H1
18708,42079,Shavertown,PA,Luzerne County,H1
18701,42079,Wilkes barre,PA,Luzerne County,H1
18216,42079,Beaver meadows,PA,Luzerne County,H1
18234,42079,Lattimer mines,PA,Luzerne County,H1
18239,42079,Milnesville,PA,Luzerne County,H1
18640,42079,Pittston,PA,Luzerne County,H1
18657,42079,Tunkhannock,PA,Luzerne County,H1
18617,42079,Glen lyon,PA,Luzerne County,H1
18601,42079,Beach haven,PA,Luzerne County,H1
18221,42079,Drifton,PA,Luzerne County,H1
18256,42079,Weston,PA,Luzerne County,H1
18611,42079,Cambra,PA,Luzerne County,H1
17985,42079,Zion grove,PA,Luzerne County,H1
18201,42079,Hazleton,PA,Luzerne County,H1
18255,42079,Weatherly,PA,Luzerne County,H1
18636,42079,Noxen,PA,Luzerne County,H1
18615,42079,Falls,PA,Luzerne County,H1
18656,42079,Sweet valley,PA,Luzerne County,H1
18202,42079,Hazleton,PA,Luzerne County,H1
18765,42079,Wilkes barre,PA,Luzerne County,H1
18223,42079,Ebervale,PA,Luzerne County,H1
18627,42079,Lehman,PA,Luzerne County,H1
18654,42079,Shawanese,PA,Luzerne County,H1
18424,42079,Gouldsboro,PA,Luzerne County,H1
18612,42079,Dallas,PA,Luzerne County,H1
18643,42079,Pittston,PA,Luzerne County,H1
18702,42079,Wilkes barre,PA,Luzerne County,H1
18709,42079,Luzerne,PA,Luzerne County,H1
18703,42079,Wilkes barre,PA,Luzerne County,H1
18710,42079,Wilkes barre,PA,Luzerne County,H1
18247,42079,Saint johns,PA,Luzerne County,H1
17754,42081,Montoursville,PA,Lycoming County,H1
17752,42081,Montgomery,PA,Lycoming County,H1
16930,42081,Liberty,PA,Lycoming County,H1
17763,42081,Ralston,PA,Lycoming County,H1
17720,42081,Antes fort,PA,Lycoming County,H1
17745,42081,Lock haven,PA,Lycoming County,H1
17703,42081,Williamsport,PA,Lycoming County,H1
17728,42081,Cogan station,PA,Lycoming County,H1
17771,42081,Trout run,PA,Lycoming County,H1
17814,42081,Benton,PA,Lycoming County,H1
17765,42081,Roaring branch,PA,Lycoming County,H1
17756,42081,Muncy,PA,Lycoming County,H1
17702,42081,Williamsport,PA,Lycoming County,H1
17758,42081,Muncy valley,PA,Lycoming County,H1
17772,42081,Turbotville,PA,Lycoming County,H1
17701,42081,Williamsport,PA,Lycoming County,H1
17723,42081,Cammal,PA,Lycoming County,H1
17727,42081,Cedar run,PA,Lycoming County,H1
17705,42081,Williamsport,PA,Lycoming County,H1
17737,42081,Hughesville,PA,Lycoming County,H1
17810,42081,Allenwood,PA,Lycoming County,H1
17776,42081,Waterville,PA,Lycoming County,H1
17846,42081,Millville,PA,Lycoming County,H1
17739,42081,Jersey mills,PA,Lycoming County,H1
17742,42081,Lairdsville,PA,Lycoming County,H1
17762,42081,Picture rocks,PA,Lycoming County,H1
16938,42081,Morris,PA,Lycoming County,H1
17724,42081,Canton,PA,Lycoming County,H1
17747,42081,Loganton,PA,Lycoming County,H1
17774,42081,Unityville,PA,Lycoming County,H1
17721,42081,Avis,PA,Lycoming County,H1
17740,42081,Jersey shore,PA,Lycoming County,H1
17744,42081,Linden,PA,Lycoming County,H1
17769,42081,Slate run,PA,Lycoming County,H1
16749,42083,Smethport,PA,McKean County,H1
16725,42083,Custer city,PA,McKean County,H1
16745,42083,Rixford,PA,McKean County,H1
15870,42083,Wilcox,PA,McKean County,H1
16701,42083,Bradford,PA,McKean County,H1
16743,42083,Port allegany,PA,McKean County,H1
16731,42083,Eldred,PA,McKean County,H1
16729,42083,Duke center,PA,McKean County,H1
16333,42083,Ludlow,PA,McKean County,H1
16732,42083,Gifford,PA,McKean County,H1
16750,42083,Turtlepoint,PA,McKean County,H1
16726,42083,Cyclone,PA,McKean County,H1
16735,42083,Kane,PA,McKean County,H1
16744,42083,Rew,PA,McKean County,H1
16740,42083,Mount jewett,PA,McKean County,H1
16733,42083,Hazel hurst,PA,McKean County,H1
16748,42083,Shinglehouse,PA,McKean County,H1
16738,42083,Lewis run,PA,McKean County,H1
16730,42083,East smethport,PA,McKean County,H1
16724,42083,Crosby,PA,McKean County,H1
16727,42083,Derrick city,PA,McKean County,H1
16127,42085,Grove city,PA,Mercer County,H1
16159,42085,West middlesex,PA,Mercer County,H1
16134,42085,Jamestown,PA,Mercer County,H1
16154,42085,Transfer,PA,Mercer County,H1
16114,42085,Clarks mills,PA,Mercer County,H1
16124,42085,Fredonia,PA,Mercer County,H1
16314,42085,Cochranton,PA,Mercer County,H1
16038,42085,Harrisville,PA,Mercer County,H1
16125,42085,Greenville,PA,Mercer County,H1
16121,42085,Farrell,PA,Mercer County,H1
16311,42085,Carlton,PA,Mercer County,H1
16161,42085,Wheatland,PA,Mercer County,H1
16151,42085,Sheakleyville,PA,Mercer County,H1
16113,42085,Clark,PA,Mercer County,H1
16142,42085,New wilmington,PA,Mercer County,H1
16133,42085,Jackson center,PA,Mercer County,H1
16137,42085,Mercer,PA,Mercer County,H1
16148,42085,Hermitage,PA,Mercer County,H1
16110,42085,Adamsville,PA,Mercer County,H1
16146,42085,Sharon,PA,Mercer County,H1
16130,42085,Hadley,PA,Mercer County,H1
16156,42085,Volant,PA,Mercer County,H1
16150,42085,Sharpsville,PA,Mercer County,H1
16145,42085,Sandy lake,PA,Mercer County,H1
16362,42085,Utica,PA,Mercer County,H1
16057,42085,Slippery rock,PA,Mercer County,H1
16153,42085,Stoneboro,PA,Mercer County,H1
16143,42085,Pulaski,PA,Mercer County,H1
16342,42085,Polk,PA,Mercer County,H1
17059,42087,Mifflintown,PA,Mifflin County,H1
17044,42087,Lewistown,PA,Mifflin County,H1
17004,42087,Belleville,PA,Mifflin County,H1
17066,42087,Mount union,PA,Mifflin County,H1
17054,42087,Mattawana,PA,Mifflin County,H1
17841,42087,Mc clure,PA,Mifflin County,H1
17029,42087,Granville,PA,Mifflin County,H1
17084,42087,Reedsville,PA,Mifflin County,H1
17060,42087,Mill creek,PA,Mifflin County,H1
17009,42087,Burnham,PA,Mifflin County,H1
17099,42087,Yeagertown,PA,Mifflin County,H1
17063,42087,Milroy,PA,Mifflin County,H1
17002,42087,Allensville,PA,Mifflin County,H1
17075,42087,Newton hamilton,PA,Mifflin County,H1
17051,42087,Mc veytown,PA,Mifflin County,H1
18301,42089,East stroudsburg,PA,Monroe County,H1
18328,42089,Dingmans ferry,PA,Monroe County,H1
18347,42089,Pocono lake,PA,Monroe County,H1
18353,42089,Saylorsburg,PA,Monroe County,H1
18342,42089,Mountainhome,PA,Monroe County,H1
18332,42089,Henryville,PA,Monroe County,H1
18370,42089,Swiftwater,PA,Monroe County,H1
18372,42089,Tannersville,PA,Monroe County,H1
18335,42089,Marshalls creek,PA,Monroe County,H1
18327,42089,Delaware water gap,PA,Monroe County,H1
18302,42089,East stroudsburg,PA,Monroe County,H1
18321,42089,Bartonsville,PA,Monroe County,H1
18325,42089,Canadensis,PA,Monroe County,H1
18350,42089,Pocono pines,PA,Monroe County,H1
18354,42089,Sciota,PA,Monroe County,H1
18360,42089,Stroudsburg,PA,Monroe County,H1
18326,42089,Cresco,PA,Monroe County,H1
18344,42089,Mount pocono,PA,Monroe County,H1
18466,42089,Tobyhanna,PA,Monroe County,H1
18333,42089,Kresgeville,PA,Monroe County,H1
18071,42089,Palmerton,PA,Monroe County,H1
18355,42089,Scotrun,PA,Monroe County,H1
18346,42089,Pocono summit,PA,Monroe County,H1
18610,42089,Blakeslee,PA,Monroe County,H1
18331,42089,Gilbert,PA,Monroe County,H1
18357,42089,Skytop,PA,Monroe County,H1
18348,42089,Pocono lake preserve,PA,Monroe County,H1
18349,42089,Pocono manor,PA,Monroe County,H1
18322,42089,Brodheadsville,PA,Monroe County,H1
18341,42089,Minisink hills,PA,Monroe County,H1
18320,42089,Analomink,PA,Monroe County,H1
18356,42089,Shawnee on delaware,PA,Monroe County,H1
18323,42089,Buck hill falls,PA,Monroe County,H1
18058,42089,Kunkletown,PA,Monroe County,H1
18210,42089,Albrightsville,PA,Monroe County,H1
18324,42089,Bushkill,PA,Monroe County,H1
18330,42089,Effort,PA,Monroe County,H1
18334,42089,Long pond,PA,Monroe County,H1
18424,42089,Gouldsboro,PA,Monroe County,H1
18352,42089,Reeders,PA,Monroe County,H1
19006,42091,Huntingdon valley,PA,Montgomery County,H1
19027,42091,Elkins park,PA,Montgomery County,H1
19072,42091,Narberth,PA,Montgomery County,H1
19118,42091,Philadelphia,PA,Montgomery County,H1
19453,42091,Mont clare,PA,Montgomery County,H1
19437,42091,Gwynedd valley,PA,Montgomery County,H1
18936,42091,Montgomeryville,PA,Montgomery County,H1
19407,42091,Audubon,PA,Montgomery County,H1
18957,42091,Salford,PA,Montgomery County,H1
19002,42091,Ambler,PA,Montgomery County,H1
19009,42091,Bryn athyn,PA,Montgomery County,H1
19031,42091,Flourtown,PA,Montgomery County,H1
19025,42091,Dresher,PA,Montgomery County,H1
19083,42091,Havertown,PA,Montgomery County,H1
19115,42091,Philadelphia,PA,Montgomery County,H1
19468,42091,Royersford,PA,Montgomery County,H1
19035,42091,Gladwyne,PA,Montgomery County,H1
19034,42091,Fort washington,PA,Montgomery County,H1
19423,42091,Cedars,PA,Montgomery County,H1
19505,42091,Bechtelsville,PA,Montgomery County,H1
19512,42091,Boyertown,PA,Montgomery County,H1
18914,42091,Chalfont,PA,Montgomery County,H1
18964,42091,Souderton,PA,Montgomery County,H1
19010,42091,Bryn mawr,PA,Montgomery County,H1
19044,42091,Horsham,PA,Montgomery County,H1
19438,42091,Harleysville,PA,Montgomery County,H1
19440,42091,Hatfield,PA,Montgomery County,H1
19492,42091,Zieglerville,PA,Montgomery County,H1
19451,42091,Mainland,PA,Montgomery County,H1
19484,42091,Valley forge,PA,Montgomery County,H1
18041,42091,East greenville,PA,Montgomery County,H1
19525,42091,Gilbertsville,PA,Montgomery County,H1
19004,42091,Bala cynwyd,PA,Montgomery County,H1
19046,42091,Jenkintown,PA,Montgomery County,H1
19150,42091,Philadelphia,PA,Montgomery County,H1
19403,42091,Norristown,PA,Montgomery County,H1
19460,42091,Phoenixville,PA,Montgomery County,H1
19454,42091,North wales,PA,Montgomery County,H1
19075,42091,Oreland,PA,Montgomery County,H1
19472,42091,Sassamansville,PA,Montgomery County,H1
18979,42091,Woxall,PA,Montgomery County,H1
18076,42091,Red hill,PA,Montgomery County,H1
18915,42091,Colmar,PA,Montgomery County,H1
19003,42091,Ardmore,PA,Montgomery County,H1
19001,42091,Abington,PA,Montgomery County,H1
19053,42091,Feasterville trevose,PA,Montgomery County,H1
19096,42091,Wynnewood,PA,Montgomery County,H1
19095,42091,Wyncote,PA,Montgomery County,H1
19128,42091,Philadelphia,PA,Montgomery County,H1
19401,42091,Norristown,PA,Montgomery County,H1
19428,42091,Conshohocken,PA,Montgomery County,H1
19462,42091,Plymouth meeting,PA,Montgomery County,H1
19464,42091,Pottstown,PA,Montgomery County,H1
19473,42091,Schwenksville,PA,Montgomery County,H1
19474,42091,Skippack,PA,Montgomery County,H1
19477,42091,Spring house,PA,Montgomery County,H1
19490,42091,Worcester,PA,Montgomery County,H1
19435,42091,Frederick,PA,Montgomery County,H1
18958,42091,Salfordville,PA,Montgomery County,H1
19486,42091,West point,PA,Montgomery County,H1
18971,42091,Tylersport,PA,Montgomery County,H1
18054,42091,Green lane,PA,Montgomery County,H1
18932,42091,Line lexington,PA,Montgomery County,H1
18974,42091,Warminster,PA,Montgomery County,H1
19040,42091,Hatboro,PA,Montgomery County,H1
19066,42091,Merion station,PA,Montgomery County,H1
19087,42091,Wayne,PA,Montgomery County,H1
19090,42091,Willow grove,PA,Montgomery County,H1
19405,42091,Bridgeport,PA,Montgomery County,H1
19422,42091,Blue bell,PA,Montgomery County,H1
19406,42091,King of prussia,PA,Montgomery County,H1
19443,42091,Kulpsville,PA,Montgomery County,H1
19409,42091,Fairview village,PA,Montgomery County,H1
18918,42091,Earlington,PA,Montgomery County,H1
19430,42091,Creamery,PA,Montgomery County,H1
18070,42091,Palm,PA,Montgomery County,H1
18073,42091,Pennsburg,PA,Montgomery County,H1
19426,42091,Collegeville,PA,Montgomery County,H1
18084,42091,Sumneytown,PA,Montgomery County,H1
18074,42091,Perkiomenville,PA,Montgomery County,H1
19504,42091,Barto,PA,Montgomery County,H1
18969,42091,Telford,PA,Montgomery County,H1
19012,42091,Cheltenham,PA,Montgomery County,H1
19038,42091,Glenside,PA,Montgomery County,H1
19085,42091,Villanova,PA,Montgomery County,H1
19404,42091,Norristown,PA,Montgomery County,H1
19446,42091,Lansdale,PA,Montgomery County,H1
19041,42091,Haverford,PA,Montgomery County,H1
19444,42091,Lafayette hill,PA,Montgomery County,H1
19436,42091,Gwynedd,PA,Montgomery County,H1
19408,42091,Eagleville,PA,Montgomery County,H1
19456,42091,Oaks,PA,Montgomery County,H1
19450,42091,Lederach,PA,Montgomery County,H1
17756,42093,Muncy,PA,Montour County,H1
17777,42093,Watsontown,PA,Montour County,H1
17772,42093,Turbotville,PA,Montour County,H1
17824,42093,Elysburg,PA,Montour County,H1
17821,42093,Danville,PA,Montour County,H1
17815,42093,Bloomsburg,PA,Montour County,H1
17847,42093,Milton,PA,Montour County,H1
17820,42093,Catawissa,PA,Montour County,H1
17822,42093,Danville,PA,Montour County,H1
17884,42093,Washingtonville,PA,Montour County,H1
18014,42095,Bath,PA,Northampton County,H1
18032,42095,Catasauqua,PA,Northampton County,H1
18343,42095,Mount bethel,PA,Northampton County,H1
18015,42095,Bethlehem,PA,Northampton County,H1
18045,42095,Easton,PA,Northampton County,H1
18064,42095,Nazareth,PA,Northampton County,H1
18067,42095,Northampton,PA,Northampton County,H1
18055,42095,Hellertown,PA,Northampton County,H1
18035,42095,Cherryville,PA,Northampton County,H1
18351,42095,Portland,PA,Northampton County,H1
18085,42095,Tatamy,PA,Northampton County,H1
18077,42095,Riegelsville,PA,Northampton County,H1
18083,42095,Stockertown,PA,Northampton County,H1
18017,42095,Bethlehem,PA,Northampton County,H1
18040,42095,Easton,PA,Northampton County,H1
18109,42095,Allentown,PA,Northampton County,H1
18016,42095,Bethlehem,PA,Northampton County,H1
18002,42095,Lehigh valley,PA,Northampton County,H1
18038,42095,Danielsville,PA,Northampton County,H1
18063,42095,Martins creek,PA,Northampton County,H1
18013,42095,Bangor,PA,Northampton County,H1
18042,42095,Easton,PA,Northampton County,H1
18043,42095,Easton,PA,Northampton County,H1
18086,42095,Treichlers,PA,Northampton County,H1
18020,42095,Bethlehem,PA,Northampton County,H1
18018,42095,Bethlehem,PA,Northampton County,H1
18072,42095,Pen argyl,PA,Northampton County,H1
18088,42095,Walnutport,PA,Northampton County,H1
18091,42095,Wind gap,PA,Northampton County,H1
18044,42095,Easton,PA,Northampton County,H1
17867,42097,Rebuck,PA,Northumberland County,H1
17868,42097,Riverside,PA,Northumberland County,H1
17872,42097,Shamokin,PA,Northumberland County,H1
17857,42097,Northumberland,PA,Northumberland County,H1
17840,42097,Locust gap,PA,Northumberland County,H1
17850,42097,Montandon,PA,Northumberland County,H1
17801,42097,Sunbury,PA,Northumberland County,H1
17866,42097,Coal township,PA,Northumberland County,H1
17017,42097,Dalmatia,PA,Northumberland County,H1
17756,42097,Muncy,PA,Northumberland County,H1
17830,42097,Herndon,PA,Northumberland County,H1
17777,42097,Watsontown,PA,Northumberland County,H1
17772,42097,Turbotville,PA,Northumberland County,H1
17824,42097,Elysburg,PA,Northumberland County,H1
17749,42097,Mc ewensville,PA,Northumberland County,H1
17821,42097,Danville,PA,Northumberland County,H1
17834,42097,Kulpmont,PA,Northumberland County,H1
17847,42097,Milton,PA,Northumberland County,H1
17820,42097,Catawissa,PA,Northumberland County,H1
17832,42097,Marion heights,PA,Northumberland County,H1
17836,42097,Leck kill,PA,Northumberland County,H1
17730,42097,Dewart,PA,Northumberland County,H1
17823,42097,Dornsife,PA,Northumberland County,H1
17860,42097,Paxinos,PA,Northumberland County,H1
17941,42097,Klingerstown,PA,Northumberland County,H1
17865,42097,Potts grove,PA,Northumberland County,H1
17877,42097,Snydertown,PA,Northumberland County,H1
17851,42097,Mount carmel,PA,Northumberland County,H1
17881,42097,Trevorton,PA,Northumberland County,H1
17074,42099,Newport,PA,Perry County,H1
17047,42099,Loysville,PA,Perry County,H1
17090,42099,Shermans dale,PA,Perry County,H1
17021,42099,East waterford,PA,Perry County,H1
17071,42099,New germantown,PA,Perry County,H1
17069,42099,New buffalo,PA,Perry County,H1
17035,42099,Honey grove,PA,Perry County,H1
17068,42099,New bloomfield,PA,Perry County,H1
17053,42099,Marysville,PA,Perry County,H1
17040,42099,Landisburg,PA,Perry County,H1
17062,42099,Millerstown,PA,Perry County,H1
17006,42099,Blain,PA,Perry County,H1
17024,42099,Elliottsburg,PA,Perry County,H1
17020,42099,Duncannon,PA,Perry County,H1
17045,42099,Liverpool,PA,Perry County,H1
17037,42099,Ickesburg,PA,Perry County,H1
19006,42101,Huntingdon valley,PA,Philadelphia County,H6
19118,42101,Philadelphia,PA,Philadelphia County,H6
19126,42101,Philadelphia,PA,Philadelphia County,H6
19141,42101,Philadelphia,PA,Philadelphia County,H6
19129,42101,Philadelphia,PA,Philadelphia County,H6
19151,42101,Philadelphia,PA,Philadelphia County,H6
19147,42101,Philadelphia,PA,Philadelphia County,H6
19146,42101,Philadelphia,PA,Philadelphia County,H6
19105,42101,Philadelphia,PA,Philadelphia County,H6
19109,42101,Philadelphia,PA,Philadelphia County,H6
19115,42101,Philadelphia,PA,Philadelphia County,H6
19111,42101,Philadelphia,PA,Philadelphia County,H6
19116,42101,Philadelphia,PA,Philadelphia County,H6
19122,42101,Philadelphia,PA,Philadelphia County,H6
19124,42101,Philadelphia,PA,Philadelphia County,H6
19152,42101,Philadelphia,PA,Philadelphia County,H6
19110,42101,Philadelphia,PA,Philadelphia County,H6
19181,42101,Philadelphia,PA,Philadelphia County,H6
19119,42101,Philadelphia,PA,Philadelphia County,H6
19125,42101,Philadelphia,PA,Philadelphia County,H6
19135,42101,Philadelphia,PA,Philadelphia County,H6
19140,42101,Philadelphia,PA,Philadelphia County,H6
19133,42101,Philadelphia,PA,Philadelphia County,H6
19139,42101,Philadelphia,PA,Philadelphia County,H6
19134,42101,Philadelphia,PA,Philadelphia County,H6
19137,42101,Philadelphia,PA,Philadelphia County,H6
19108,42101,Philadelphia,PA,Philadelphia County,H6
19190,42101,Philadelphia,PA,Philadelphia County,H6
19046,42101,Jenkintown,PA,Philadelphia County,H6
19101,42101,Philadelphia,PA,Philadelphia County,H6
19103,42101,Philadelphia,PA,Philadelphia County,H6
19123,42101,Philadelphia,PA,Philadelphia County,H6
19148,42101,Philadelphia,PA,Philadelphia County,H6
19143,42101,Philadelphia,PA,Philadelphia County,H6
19150,42101,Philadelphia,PA,Philadelphia County,H6
19095,42101,Wyncote,PA,Philadelphia County,H6
19128,42101,Philadelphia,PA,Philadelphia County,H6
19131,42101,Philadelphia,PA,Philadelphia County,H6
19138,42101,Philadelphia,PA,Philadelphia County,H6
19130,42101,Philadelphia,PA,Philadelphia County,H6
19144,42101,Philadelphia,PA,Philadelphia County,H6
19149,42101,Philadelphia,PA,Philadelphia County,H6
19145,42101,Philadelphia,PA,Philadelphia County,H6
19176,42101,Philadelphia,PA,Philadelphia County,H6
19183,42101,Philadelphia,PA,Philadelphia County,H6
19104,42101,Philadelphia,PA,Philadelphia County,H6
19112,42101,Philadelphia,PA,Philadelphia County,H6
19121,42101,Philadelphia,PA,Philadelphia County,H6
19132,42101,Philadelphia,PA,Philadelphia County,H6
19192,42101,Philadelphia,PA,Philadelphia County,H6
19102,42101,Philadelphia,PA,Philadelphia County,H6
19107,42101,Philadelphia,PA,Philadelphia County,H6
19127,42101,Philadelphia,PA,Philadelphia County,H6
19120,42101,Philadelphia,PA,Philadelphia County,H6
19142,42101,Philadelphia,PA,Philadelphia County,H6
19114,42101,Philadelphia,PA,Philadelphia County,H6
19106,42101,Philadelphia,PA,Philadelphia County,H6
19136,42101,Philadelphia,PA,Philadelphia County,H6
19153,42101,Philadelphia,PA,Philadelphia County,H6
19154,42101,Philadelphia,PA,Philadelphia County,H6
19160,42101,Philadelphia,PA,Philadelphia County,H6
19172,42101,Philadelphia,PA,Philadelphia County,H6
18337,42103,Milford,PA,Pike County,H1
18328,42103,Dingmans ferry,PA,Pike County,H1
18405,42103,Beach lake,PA,Pike County,H1
18464,42103,Tafton,PA,Pike County,H1
18302,42103,East stroudsburg,PA,Pike County,H1
18445,42103,Newfoundland,PA,Pike County,H1
18428,42103,Hawley,PA,Pike County,H1
18325,42103,Canadensis,PA,Pike County,H1
18340,42103,Millrift,PA,Pike County,H1
18326,42103,Cresco,PA,Pike County,H1
18425,42103,Greeley,PA,Pike County,H1
18436,42103,Lake ariel,PA,Pike County,H1
18426,42103,Greentown,PA,Pike County,H1
18435,42103,Lackawaxen,PA,Pike County,H1
18371,42103,Tamiment,PA,Pike County,H1
18458,42103,Shohola,PA,Pike County,H1
18457,42103,Rowland,PA,Pike County,H1
18336,42103,Matamoras,PA,Pike County,H1
18451,42103,Paupack,PA,Pike County,H1
18324,42103,Bushkill,PA,Pike County,H1
16941,42105,Genesee,PA,Potter County,H1
16746,42105,Roulette,PA,Potter County,H1
16927,42105,Harrison valley,PA,Potter County,H1
16743,42105,Port allegany,PA,Potter County,H1
16923,42105,Genesee,PA,Potter County,H1
16937,42105,Mills,PA,Potter County,H1
16950,42105,Westfield,PA,Potter County,H1
16921,42105,Gaines,PA,Potter County,H1
16720,42105,Austin,PA,Potter County,H1
16922,42105,Galeton,PA,Potter County,H1
16748,42105,Shinglehouse,PA,Potter County,H1
16915,42105,Coudersport,PA,Potter County,H1
17729,42105,Cross fork,PA,Potter County,H1
16948,42105,Ulysses,PA,Potter County,H1
16943,42105,Sabinsville,PA,Potter County,H1
17959,42107,New philadelphia,PA,Schuylkill County,H1
18211,42107,Andreas,PA,Schuylkill County,H1
17934,42107,Gilberton,PA,Schuylkill County,H1
17951,42107,Mar lin,PA,Schuylkill County,H1
18220,42107,Delano,PA,Schuylkill County,H1
17933,42107,Friedensburg,PA,Schuylkill County,H1
19549,42107,Port clinton,PA,Schuylkill County,H1
17980,42107,Tower city,PA,Schuylkill County,H1
17929,42107,Cressona,PA,Schuylkill County,H1
17976,42107,Shenandoah,PA,Schuylkill County,H1
18252,42107,Tamaqua,PA,Schuylkill County,H1
17970,42107,Saint clair,PA,Schuylkill County,H1
17983,42107,Valley view,PA,Schuylkill County,H1
17978,42107,Spring glen,PA,Schuylkill County,H1
18231,42107,Kelayres,PA,Schuylkill County,H1
17901,42107,Pottsville,PA,Schuylkill County,H1
17938,42107,Hegins,PA,Schuylkill County,H1
17921,42107,Ashland,PA,Schuylkill County,H1
17931,42107,Frackville,PA,Schuylkill County,H1
17968,42107,Sacramento,PA,Schuylkill County,H1
17974,42107,Seltzer,PA,Schuylkill County,H1
17946,42107,Lost creek,PA,Schuylkill County,H1
17979,42107,Summit station,PA,Schuylkill County,H1
17963,42107,Pine grove,PA,Schuylkill County,H1
17961,42107,Orwigsburg,PA,Schuylkill County,H1
17935,42107,Girardville,PA,Schuylkill County,H1
18214,42107,Barnesville,PA,Schuylkill County,H1
18240,42107,Nesquehoning,PA,Schuylkill County,H1
17964,42107,Pitman,PA,Schuylkill County,H1
17967,42107,Ringtown,PA,Schuylkill County,H1
18245,42107,Quakake,PA,Schuylkill County,H1
17930,42107,Cumbola,PA,Schuylkill County,H1
17972,42107,Schuylkill haven,PA,Schuylkill County,H1
17965,42107,Port carbon,PA,Schuylkill County,H1
17948,42107,Mahanoy city,PA,Schuylkill County,H1
17953,42107,Middleport,PA,Schuylkill County,H1
17943,42107,Lavelle,PA,Schuylkill County,H1
17949,42107,Mahanoy plane,PA,Schuylkill County,H1
17922,42107,Auburn,PA,Schuylkill County,H1
17957,42107,Muir,PA,Schuylkill County,H1
17982,42107,Tuscarora,PA,Schuylkill County,H1
17966,42107,Ravine,PA,Schuylkill County,H1
17823,42107,Dornsife,PA,Schuylkill County,H1
17954,42107,Minersville,PA,Schuylkill County,H1
17981,42107,Tremont,PA,Schuylkill County,H1
17941,42107,Klingerstown,PA,Schuylkill County,H1
17985,42107,Zion grove,PA,Schuylkill County,H1
18218,42107,Coaldale,PA,Schuylkill County,H1
18202,42107,Hazleton,PA,Schuylkill County,H1
17925,42107,Brockton,PA,Schuylkill County,H1
18237,42107,Mcadoo,PA,Schuylkill County,H1
17944,42107,Llewellyn,PA,Schuylkill County,H1
17923,42107,Branchdale,PA,Schuylkill County,H1
18242,42107,Oneida,PA,Schuylkill County,H1
17960,42107,New ringgold,PA,Schuylkill County,H1
18241,42107,Nuremberg,PA,Schuylkill County,H1
17945,42107,Locustdale,PA,Schuylkill County,H1
17952,42107,Mary d,PA,Schuylkill County,H1
17932,42107,Frackville,PA,Schuylkill County,H1
17936,42107,Gordon,PA,Schuylkill County,H1
18248,42107,Sheppton,PA,Schuylkill County,H1
17843,42109,Beaver springs,PA,Snyder County,H1
17827,42109,Freeburg,PA,Snyder County,H1
17870,42109,Selinsgrove,PA,Snyder County,H1
17086,42109,Richfield,PA,Snyder County,H1
17831,42109,Hummels wharf,PA,Snyder County,H1
17841,42109,Mc clure,PA,Snyder County,H1
17813,42109,Beavertown,PA,Snyder County,H1
17861,42109,Paxtonville,PA,Snyder County,H1
17833,42109,Kreamer,PA,Snyder County,H1
17842,42109,Middleburg,PA,Snyder County,H1
17864,42109,Port trevorton,PA,Snyder County,H1
17853,42109,Mount pleasant mills,PA,Snyder County,H1
17889,42109,Winfield,PA,Snyder County,H1
17862,42109,Penns creek,PA,Snyder County,H1
17882,42109,Troxelville,PA,Snyder County,H1
17876,42109,Shamokin dam,PA,Snyder County,H1
17063,42109,Milroy,PA,Snyder County,H1
17844,42109,Mifflinburg,PA,Snyder County,H1
17812,42109,Beaver springs,PA,Snyder County,H1
